Part Number,Status,Characteristic,Specific Applications,Length,Width,Thickness,Temperature characteristics,Rated Voltage,Capacitance,Tolerance of capacitance,Notes,,,
GCM0335C1HR30BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.3pF,±0.1pF,,1E-12,0.3,3E-13
GCM0335C1HR30WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.3pF,±0.05pF,,1E-12,0.3,3E-13
GCM1555C1HR30BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.3pF,±0.1pF,,1E-12,0.3,3E-13
GCM1555C1HR30WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.3pF,±0.05pF,,1E-12,0.3,3E-13
GCM1555C2AR30BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.3pF,±0.1pF,,1E-12,0.3,3E-13
GCM1555C2AR30WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.3pF,±0.05pF,,1E-12,0.3,3E-13
GCM1555G1HR30BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.3pF,±0.1pF,,1E-12,0.3,3E-13
GCM1555G1HR30CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.3pF,±0.25pF,,1E-12,0.3,3E-13
GCM0335C1ER33BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.33pF,±0.1pF,,1E-12,0.33,3.3E-13
GCM0335C1ER33WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.33pF,±0.05pF,,1E-12,0.33,3.3E-13
GCM0335C1HR33BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.33pF,±0.1pF,,1E-12,0.33,3.3E-13
GCM0335C1HR33WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.33pF,±0.05pF,,1E-12,0.33,3.3E-13
GCM1555C1HR33BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.33pF,±0.1pF,,1E-12,0.33,3.3E-13
GCM1555C2AR33BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.33pF,±0.1pF,,1E-12,0.33,3.3E-13
GCM1555C2AR33WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.33pF,±0.05pF,,1E-12,0.33,3.3E-13
GCM0335C1ER36BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.36pF,±0.1pF,,1E-12,0.36,3.6E-13
GCM0335C1ER36WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.36pF,±0.05pF,,1E-12,0.36,3.6E-13
GCM0335C1HR36BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.36pF,±0.1pF,,1E-12,0.36,3.6E-13
GCM0335C1HR36WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.36pF,±0.05pF,,1E-12,0.36,3.6E-13
GCM1555C1HR36BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.36pF,±0.1pF,,1E-12,0.36,3.6E-13
GCM1555C2AR36BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.36pF,±0.1pF,,1E-12,0.36,3.6E-13
GCM1555C2AR36WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.36pF,±0.05pF,,1E-12,0.36,3.6E-13
GCM0335C1ER39BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.39pF,±0.1pF,,1E-12,0.39,3.9E-13
GCM0335C1ER39WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.39pF,±0.05pF,,1E-12,0.39,3.9E-13
GCM0335C1HR39BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.39pF,±0.1pF,,1E-12,0.39,3.9E-13
GCM0335C1HR39WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.39pF,±0.05pF,,1E-12,0.39,3.9E-13
GCM1555C1HR39BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.39pF,±0.1pF,,1E-12,0.39,3.9E-13
GCM1555C2AR39BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.39pF,±0.1pF,,1E-12,0.39,3.9E-13
GCM1555C2AR39WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.39pF,±0.05pF,,1E-12,0.39,3.9E-13
GCM0335C1ER40BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.4pF,±0.1pF,,1E-12,0.4,4E-13
GCM0335C1ER40WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.4pF,±0.05pF,,1E-12,0.4,4E-13
GCM0335C1HR40BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.4pF,±0.1pF,,1E-12,0.4,4E-13
GCM0335C1HR40WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.4pF,±0.05pF,,1E-12,0.4,4E-13
GCM1555C1HR40BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.4pF,±0.1pF,,1E-12,0.4,4E-13
GCM1555C1HR40WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.4pF,±0.05pF,,1E-12,0.4,4E-13
GCM1555C2AR40BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.4pF,±0.1pF,,1E-12,0.4,4E-13
GCM1555C2AR40WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.4pF,±0.05pF,,1E-12,0.4,4E-13
GCM1555G1HR40BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.4pF,±0.1pF,,1E-12,0.4,4E-13
GCM1555G1HR40CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.4pF,±0.25pF,,1E-12,0.4,4E-13
GCM0335C1ER43BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.43pF,±0.1pF,,1E-12,0.43,4.3E-13
GCM0335C1ER43WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.43pF,±0.05pF,,1E-12,0.43,4.3E-13
GCM0335C1HR43BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.43pF,±0.1pF,,1E-12,0.43,4.3E-13
GCM0335C1HR43WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.43pF,±0.05pF,,1E-12,0.43,4.3E-13
GCM1555C1HR43BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.43pF,±0.1pF,,1E-12,0.43,4.3E-13
GCM1555C2AR43BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.43pF,±0.1pF,,1E-12,0.43,4.3E-13
GCM1555C2AR43WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.43pF,±0.05pF,,1E-12,0.43,4.3E-13
GCM0335C1ER47BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM0335C1ER47WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.47pF,±0.05pF,,1E-12,0.47,4.7E-13
GCM0335C1HR47BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM0335C1HR47WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.47pF,±0.05pF,,1E-12,0.47,4.7E-13
GCM1555C1HR47BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM1555C1HR47CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.47pF,±0.25pF,,1E-12,0.47,4.7E-13
GCM1555C2AR47BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM1555C2AR47WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.47pF,±0.05pF,,1E-12,0.47,4.7E-13
GCM1885C2AR47BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM1885C2AR47CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),100Vdc,0.47pF,±0.25pF,,1E-12,0.47,4.7E-13
GCM1885C1HR47BA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,0.47pF,±0.1pF,,1E-12,0.47,4.7E-13
GCM1885C1HR47CA16#,NRND,AEC-Q200Support|Up to 125℃|Reflow soldering|Flow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.6 ±0.1mm,0.8 ±0.1mm,0.8 ±0.1mm,C0G(EIA),50Vdc,0.47pF,±0.25pF,,1E-12,0.47,4.7E-13
GCM0335C1ER50BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.5pF,±0.1pF,,1E-12,0.5,5E-13
GCM0335C1ER50WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),25Vdc,0.5pF,±0.05pF,,1E-12,0.5,5E-13
GCM0335C1HR50BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.5pF,±0.1pF,,1E-12,0.5,5E-13
GCM0335C1HR50WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",0.6 ±0.03mm,0.3 ±0.03mm,0.3 ±0.03mm,C0G(EIA),50Vdc,0.5pF,±0.05pF,,1E-12,0.5,5E-13
GCM1555C1HR50BA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.5pF,±0.1pF,,1E-12,0.5,5E-13
GCM1555C1HR50CA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.5pF,±0.25pF,,1E-12,0.5,5E-13
GCM1555C1HR50WA16#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),50Vdc,0.5pF,±0.05pF,,1E-12,0.5,5E-13
GCM1555C2AR50BE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.5pF,±0.1pF,,1E-12,0.5,5E-13
GCM1555C2AR50WE02#,In Production,AEC-Q200Support|Up to 125℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,C0G(EIA),100Vdc,0.5pF,±0.05pF,,1E-12,0.5,5E-13
GCM1555G1HR50BA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.5pF,±0.1pF,,1E-12,0.5,5E-13
GCM1555G1HR50CA16#,In Production,AEC-Q200Support|Up to 150℃|Reflow soldering,"Automotive powertrain/safety equipment,Automotive infotainment/comfort equipment,Medical equipment [GHTF A/B/C] except for implant equipment",1.0 ±0.05mm,0.5 ±0.05mm,0.5 ±0.05mm,X8G(Murata),50Vdc,0.5pF,±0.25pF,,1E-12,0.5,5E-13
